COURSE_ID,TITLE,DESCRIPTION
excourse44,Alibaba Cloud Native Solutions And Container Service,This Course Demonstrates How To Use Alibaba Cloud Container Service And Container Registry Service To Design And Develop Architectures Related To Cloud Native Applications  Services  And Security Solutions  This Course Helps You Understand The Basic Concepts Of Cloud Native  The Commercial Implementation Of Container Technology  And Kubernetes Technology As Well As Extra Benefits Provided By Alibaba Cloud  This Course Is Intended To Prepare Users To Take The Alibaba Cloud Native Aca Certification Exam    Building Containerized Applications On Aws    This Course Introduces You To Container Technologies And How They Can Be Used To Modernize Your Applications  As Well As Exploring How Different Aws Services Can Be Used To Manage And Orchestrate Those Containers Container Technologies Have Existed For Years  And Are Still Gaining Popularity  Two Of The Most Prevalent Options Are Docker And Kubernetes   Each With Its Own Distinct Set Of Features  Regardless Of Which Technology You Choose  One Of The Biggest Challenges With Containers Is Their Orchestration  Unlike Traditional  Monolithic Applications Where You Can Only Scale At A Macro Level   An Executable  For Example   Containerized Applications Scale At The Container Level  When Coupled With A Microservices Approach  Each Container Can Contain The Code Necessary To Execute A Single Task Or Function  While This Provides A Number Of Benefits  A Single Application Can Consist Of Hundreds Of Containerized Microservices  How Do You Handle Starting  Stopping  Scaling Out And Scaling In All Of These Containers Aws Offers A Number Of Services That Help With Container Orchestration  Including Amazon Elastic Container Service  Ecs   Amazon Elastic Kubernetes Service  Eks   Amazon Lightsail  And Amazon Elastic Container Registry  Ecr   Throughout This Course  Expert Instructors Will Dive Deep Into These Services As Well As General Container Technologies And Capabilities This Course Uses A Combination Of Video Based Lectures  Delivered By Aws Technical Trainers  Demonstrations  And Hands On Lab Exercises To Enable You To Deploy And Manage A Containerized Application
excourse45,Docker  Basics,The Docker Basics Course Will Introduce You At A Fundamental Level To One Of The Technologies In Currently Highest Demand The Course Takes 5 Weeks  The Course Program Includes Lectures And Videos   You Can Choose Between Text And Video — Whatever Fits You Best  At The End Of Each Week  You Take A Test And A Practical Drill  The Fifth Training Week Is Devoted To The Implementation Of The Final Project In This Course  You Will Learn How To Work With Docker Images And Volumes  Configure The Docker Daemon And Environment Variables  Forward Ports Inside A Container  And Much More  Having Completed This Course  You Will Be Able To Work With Docker At A Basic Level And Apply It To Your Projects
excourse46,Machine Learning,Machine Learning Is The Science Of Getting Computers To Act Without Being Explicitly Programmed  In The Past Decade  Machine Learning Has Given Us Self Driving Cars  Practical Speech Recognition  Effective Web Search  And A Vastly Improved Understanding Of The Human Genome  Machine Learning Is So Pervasive Today That You Probably Use It Dozens Of Times A Day Without Knowing It  Many Researchers Also Think It Is The Best Way To Make Progress Towards Human Level Ai  In This Class  You Will Learn About The Most Effective Machine Learning Techniques  And Gain Practice Implementing Them And Getting Them To Work For Yourself  More Importantly  You Ll Learn About Not Only The Theoretical Underpinnings Of Learning  But Also Gain The Practical Know How Needed To Quickly And Powerfully Apply These Techniques To New Problems  Finally  You Ll Learn About Some Of Silicon Valley S Best Practices In Innovation As It Pertains To Machine Learning And Ai This Course Provides A Broad Introduction To Machine Learning  Datamining  And Statistical Pattern Recognition  Topics Include   I  Supervised Learning  Parametric Non Parametric Algorithms  Support Vector Machines  Kernels  Neural Networks    Ii  Unsupervised Learning  Clustering  Dimensionality Reduction  Recommender Systems  Deep Learning    Iii  Best Practices In Machine Learning  Bias Variance Theory  Innovation Process In Machine Learning And Ai   The Course Will Also Draw From Numerous Case Studies And Applications  So That You Ll Also Learn How To Apply Learning Algorithms To Building Smart Robots  Perception  Control   Text Understanding  Web Search  Anti Spam   Computer Vision  Medical Informatics  Audio  Database Mining  And Other Areas
excourse47,Machine Learning For All,Machine Learning  Often Called Artificial Intelligence Or Ai  Is One Of The Most Exciting Areas Of Technology At The Moment  We See Daily News Stories That Herald New Breakthroughs In Facial Recognition Technology  Self Driving Cars Or Computers That Can Have A Conversation Just Like A Real Person  Machine Learning Technology Is Set To Revolutionise Almost Any Area Of Human Life And Work  And So Will Affect All Our Lives  And So You Are Likely To Want To Find Out More About It  Machine Learning Has A Reputation For Being One Of The Most Complex Areas Of Computer Science  Requiring Advanced Mathematics And Engineering Skills To Understand It  While It Is True That Working As A Machine Learning Engineer Does Involve A Lot Of Mathematics And Programming  We Believe That Anyone Can Understand The Basic Concepts Of Machine Learning  And Given The Importance Of This Technology  Everyone Should  The Big Ai Breakthroughs Sound Like Science Fiction  But They Come Down To A Simple Idea  The Use Of Data To Train Statistical Algorithms  In This Course You Will Learn To Understand The Basic Idea Of Machine Learning  Even If You Don T Have Any Background In Math Or Programming  Not Only That  You Will Get Hands On And Use User Friendly Tools Developed At Goldsmiths  University Of London To Actually Do A Machine Learning Project  Training A Computer To Recognise Images  This Course Is For A Lot Of Different People  It Could Be A Good First Step Into A Technical Career In Machine Learning  After All It Is Always Better To Start With The High Level Concepts Before The Technical Details  But It Is Also Great If Your Role Is Non Technical  You Might Be A Manager Or Other Non Technical Role In A Company That Is Considering Using Machine Learning  You Really Need To Understand This Technology  And This Course Is A Great Place To Get That Understanding  Or You Might Just Be Following The News Reports About Ai And Interested In Finding Out More About The Hottest New Technology Of The Moment  Whoever You Are  We Are Looking Forward To Guiding You Through You First Machine Learning Project Nb This Course Is Designed To Introduce You To Machine Learning Without Needing Any Programming  That Means That We Don T Cover The Programming Based Machine Learning Tools Like Python And Tensorflow    Introduction To Machine Learning    This Course Will Provide You A Foundational Understanding Of Machine Learning Models  Logistic Regression  Multilayer Perceptrons  Convolutional Neural Networks  Natural Language Processing  Etc   As Well As Demonstrate How These Models Can Solve Complex Problems In A Variety Of Industries  From Medical Diagnostics To Image Recognition To Text Prediction  In Addition  We Have Designed Practice Exercises That Will Give You Hands On Experience Implementing These Data Science Models On Data Sets  These Practice Exercises Will Teach You How To Implement Machine Learning Algorithms With Pytorch  Open Source Libraries Used By Leading Tech Companies In The Machine Learning Field  E G   Google  Nvidia  Cocacola  Ebay  Snapchat  Uber And Many More
excourse48,Introduction To Machine Learning  Language Processing,T S No Secret That Machine Learning Is One Of The Fastest Growing Fields In Tech  And The Google Cloud Platform Has Been Instrumental In Furthering Its Development  With A Host Of Apis  Google Cloud Has A Tool For Just About Any Machine Learning Job  In This Introductory Google Cloud Labs Series  You Will Get Hands On Practice With Machine Learning As It Applies To Language Processing By Taking Labs That Will Enable You To Extract Entities From Text  And Perform Sentiment And Syntactic Analysis As Well As Use The Speech To Text Api For Transcription
excourse49,Applied Machine Learning In Python,This Course Will Introduce The Learner To Applied Machine Learning  Focusing More On The Techniques And Methods Than On The Statistics Behind These Methods  The Course Will Start With A Discussion Of How Machine Learning Is Different Than Descriptive Statistics  And Introduce The Scikit Learn Toolkit Through A Tutorial  The Issue Of Dimensionality Of Data Will Be Discussed  And The Task Of Clustering Data  As Well As Evaluating Those Clusters  Will Be Tackled  Supervised Approaches For Creating Predictive Models Will Be Described  And Learners Will Be Able To Apply The Scikit Learn Predictive Modelling Methods While Understanding Process Issues Related To Data Generalizability  E G  Cross Validation  Overfitting   The Course Will End With A Look At More Advanced Techniques  Such As Building Ensembles  And Practical Limitations Of Predictive Models  By The End Of This Course  Students Will Be Able To Identify The Difference Between A Supervised  Classification  And Unsupervised  Clustering  Technique  Identify Which Technique They Need To Apply For A Particular Dataset And Need  Engineer Features To Meet That Need  And Write Python Code To Carry Out An Analysis  This Course Should Be Taken After Introduction To Data Science In Python And Applied Plotting  Charting   Data Representation In Python And Before Applied Text Mining In Python And Applied Social Analysis In Python
excourse50,Build  Train  And Deploy Ml Pipelines Using Bert,In The Second Course Of The Practical Data Science Specialization  You Will Learn To Automate A Natural Language Processing Task By Building An End To End Machine Learning Pipeline Using Hugging Face S Highly Optimized Implementation Of The State Of The Art Bert Algorithm With Amazon Sagemaker Pipelines  Your Pipeline Will First Transform The Dataset Into Bert Readable Features And Store The Features In The Amazon Sagemaker Feature Store  It Will Then Fine Tune A Text Classification Model To The Dataset Using A Hugging Face Pre Trained Model  Which Has Learned To Understand The Human Language From Millions Of Wikipedia Documents  Finally  Your Pipeline Will Evaluate The Model S Accuracy And Only Deploy The Model If The Accuracy Exceeds A Given Threshold Practical Data Science Is Geared Towards Handling Massive Datasets That Do Not Fit In Your Local Hardware And Could Originate From Multiple Sources  One Of The Biggest Benefits Of Developing And Running Data Science Projects In The Cloud Is The Agility And Elasticity That The Cloud Offers To Scale Up And Out At A Minimum Cost The Practical Data Science Specialization Helps You Develop The Practical Skills To Effectively Deploy Your Data Science Projects And Overcome Challenges At Each Step Of The Ml Workflow Using Amazon Sagemaker  This Specialization Is Designed For Data Focused Developers  Scientists  And Analysts Familiar With The Python And Sql Programming Languages And Want To Learn How To Build  Train  And Deploy Scalable  End To End Ml Pipelines   Both Automated And Human In The Loop   In The Aws Cloud
excourse51,Introduction To Machine Learning In Production,In The First Course Of Machine Learning Engineering For Production Specialization  You Will Identify The Various Components And Design An Ml Production System End To End  Project Scoping  Data Needs  Modeling Strategies  And Deployment Constraints And Requirements  And Learn How To Establish A Model Baseline  Address Concept Drift  And Prototype The Process For Developing  Deploying  And Continuously Improving A Productionized Ml Application Understanding Machine Learning And Deep Learning Concepts Is Essential  But If You Re Looking To Build An Effective Ai Career  You Need Production Engineering Capabilities As Well  Machine Learning Engineering For Production Combines The Foundational Concepts Of Machine Learning With The Functional Expertise Of Modern Software Development And Engineering Roles To Help You Develop Production Ready Skills
excourse52,Machine Learning Data Lifecycle In Production,In The Second Course Of Machine Learning Engineering For Production Specialization  You Will Build Data Pipelines By Gathering  Cleaning  And Validating Datasets And Assessing Data Quality  Implement Feature Engineering  Transformation  And Selection With Tensorflow Extended And Get The Most Predictive Power Out Of Your Data  And Establish The Data Lifecycle By Leveraging Data Lineage And Provenance Metadata Tools And Follow Data Evolution With Enterprise Data Schemas Understanding Machine Learning And Deep Learning Concepts Is Essential  But If You Re Looking To Build An Effective Ai Career  You Need Production Engineering Capabilities As Well  Machine Learning Engineering For Production Combines The Foundational Concepts Of Machine Learning With The Functional Expertise Of Modern Software Development And Engineering Roles To Help You Develop Production Ready Skills
excourse53,Deploying Machine Learning Models In Production,In The Fourth Course Of Machine Learning Engineering For Production Specialization  You Will Learn How To Deploy Ml Models And Make Them Available To End Users  You Will Build Scalable And Reliable Hardware Infrastructure To Deliver Inference Requests Both In Real Time And Batch Depending On The Use Case  You Will Also Implement Workflow Automation And Progressive Delivery That Complies With Current Mlops Practices To Keep Your Production System Running  Additionally   You Will Continuously Monitor Your System To Detect Model Decay  Remediate Performance Drops  And Avoid System Failures So It Can Continuously Operate At All Times   Understanding Machine Learning And Deep Learning Concepts Is Essential  But If You Re Looking To Build An Effective Ai Career  You Need Production Engineering Capabilities As Well  Machine Learning Engineering For Production Combines The Foundational Concepts Of Machine Learning With The Functional Expertise Of Modern Software Development And Engineering Roles To Help You Develop Production Ready Skills Week 1  Model Serving Introductionweek 2  Model Serving Patterns And Infrastructuresweek 3  Model Management And Deliveryweek 4  Model Monitoring And Logging
excourse54,Exploratory Data Analysis For Machine Learning,This First Course In The Ibm Machine Learning Professional Certificate Introduces You To Machine Learning And The Content Of The Professional Certificate  In This Course You Will Realize The Importance Of Good  Quality Data  You Will Learn Common Techniques To Retrieve Your Data  Clean It  Apply Feature Engineering  And Have It Ready For Preliminary Analysis And Hypothesis Testing By The End Of This Course You Should Be Able To Retrieve Data From Multiple Data Sources  Sql  Nosql Databases  Apis  Cloud Describe And Use Common Feature Selection And Feature Engineering Techniqueshandle Categorical And Ordinal Features  As Well As Missing Valuesuse A Variety Of Techniques For Detecting And Dealing With Outliersarticulate Why Feature Scaling Is Important And Use A Variety Of Scaling Techniques Who Should Take This Course This Course Targets Aspiring Data Scientists Interested In Acquiring Hands On Experience  With Machine Learning And Artificial Intelligence In A Business Setting  What Skills Should You Have To Make The Most Out Of This Course  You Should Have Familiarity With Programming On A Python Development Environment  As Well As Fundamental Understanding Of Calculus  Linear Algebra  Probability  And Statistics
excourse55,Advanced Computer Vision With Tensorflow,In This Course  You Will A  Explore Image Classification  Image Segmentation  Object Localization  And Object Detection  Apply Transfer Learning To Object Localization And Detection B  Apply Object Detection Models Such As Regional Cnn And Resnet 50  Customize Existing Models  And Build Your Own Models To Detect  Localize  And Label Your Own Rubber Duck Images C  Implement Image Segmentation Using Variations Of The Fully Convolutional Network  Fcn  Including U Net And D  Mask Rcnn To Identify And Detect Numbers  Pets  Zombies  And More D  Identify Which Parts Of An Image Are Being Used By Your Model To Make Its Predictions Using Class Activation Maps And Saliency Maps And Apply These Ml Interpretation Methods To Inspect And Improve The Design Of A Famous Network  Alexnet
excourse56,Deep Learning Applications For Computer Vision,This Course Can Be Taken For Academic Credit As Part Of Cu Boulder S Master Of Science In Data Science  Ms Ds  Degree Offered On The Coursera Platform  The Ms Ds Is An Interdisciplinary Degree That Brings Together Faculty From Cu Boulder S Departments Of Applied Mathematics  Computer Science  Information Science  And Others  With Performance Based Admissions And No Application Process  The Ms Ds Is Ideal For Individuals With A Broad Range Of Undergraduate Education And Or Professional Experience In Computer Science  Information Science  Mathematics  And Statistics In This Course  You Ll Be Learning About Computer Vision As A Field Of Study And Research  First We Ll Be Exploring Several Computer Vision Tasks And Suggested Approaches  From The Classic Computer Vision Perspective  Then We Ll Introduce Deep Learning Methods And Apply Them To Some Of The Same Problems  We Will Analyze The Results And Discuss Advantages And Drawbacks Of Both Types Of Methods  We Ll Use Tutorials To Let You Explore Hands On Some Of The Modern Machine Learning Tools And Software Libraries  Examples Of Computer Vision Tasks Where Deep Learning Can Be Applied Include  Image Classification  Image Classification With Localization  Object Detection  Object Segmentation  Facial Recognition  And Activity Or Pose Estimation
excourse57,Deep Learning In Computer Vision,Deep Learning Added A Huge Boost To The Already Rapidly Developing Field Of Computer Vision  With Deep Learning  A Lot Of New Applications Of Computer Vision Techniques Have Been Introduced And Are Now Becoming Parts Of Our Everyday Lives  These Include Face Recognition And Indexing  Photo Stylization Or Machine Vision In Self Driving Cars  The Goal Of This Online Course Is To Introduce Students To Computer Vision  Starting From Basics And Then Turning To More Modern Deep Learning Models  We Will Cover Both Image And Video Recognition  Including Image Classification And Annotation  Object Recognition And Image Search  Various Object Detection Techniques  Motion Estimation  Object Tracking In Video  Human Action Recognition  And Finally Image Stylization  Editing And New Image Generation  In The Course Project  Students Will Learn How To Build Face Recognition And Manipulation System To Understand The Internal Mechanics Of This Technology  Probably The Most Renown And Often Demonstrated In Movies And Tv Shows Example Of Computer Vision And Ai
excourse58,Computer Vision Basics,By The End Of This Course  Learners Will Understand What Computer Vision Is  As Well As Its Mission Of Making Computers See And Interpret The World As Humans Do  By Learning Core Concepts Of The Field And Receiving An Introduction To Human Vision Capabilities  They Are Equipped To Identify Some Key Application Areas Of Computer Vision And Understand The Digital Imaging Process  The Course Covers Crucial Elements That Enable Computer Vision  Digital Signal Processing  Neuroscience And Artificial Intelligence  Topics Include Color  Light And Image Formation  Early  Mid  And High Level Vision  And Mathematics Essential For Computer Vision  Learners Will Be Able To Apply Mathematical Techniques To Complete Computer Vision Tasks  This Course Is Ideal For Anyone Curious About Or Interested In Exploring The Concepts Of Computer Vision  It Is Also Useful For Those Who Desire A Refresher Course In Mathematical Concepts Of Computer Vision  Learners Should Have Basic Programming Skills And Experience  Understanding Of For Loops  If Else Statements   Specifically In Matlab  Mathworks Provides The Basics Here  Https   Www Mathworks Com Learn Tutorials Matlab Onramp Html   Learners Should Also Be Familiar With The Following  Basic Linear Algebra  Matrix Vector Operations And Notation   3D Co Ordinate Systems And Transformations  Basic Calculus  Derivatives And Integration  And Basic Probability  Random Variables
excourse59,Fundamentals Of Digital Image And Video Processing,In This Class You Will Learn The Basic Principles And Tools Used To Process Images And Videos  And How To Apply Them In Solving Practical Problems Of Commercial And Scientific Interests Digital Images And Videos Are Everywhere These Days – In Thousands Of Scientific  E G   Astronomical  Bio Medical   Consumer  Industrial  And Artistic Applications  Moreover They Come In A Wide Range Of The Electromagnetic Spectrum   From Visible Light And Infrared To Gamma Rays And Beyond  The Ability To Process Image And Video Signals Is Therefore An Incredibly Important Skill To Master For Engineering Science Students  Software Developers  And Practicing Scientists    Digital Image And Video Processing Continues To Enable The Multimedia Technology Revolution We Are Experiencing Today  Some Important Examples Of Image And Video Processing Include The Removal Of Degradations Images Suffer During Acquisition  E G   Removing Blur From A Picture Of A Fast Moving Car   And The Compression And Transmission Of Images And Videos  If You Watch Videos Online  Or Share Photos Via A Social Media Website  You Use This Everyday    For Economical Storage And Efficient Transmission  This Course Will Cover The Fundamentals Of Image And Video Processing   We Will Provide A Mathematical Framework To Describe And Analyze Images And Videos As Two  And Three Dimensional Signals In The Spatial  Spatio Temporal  And Frequency Domains  In This Class Not Only Will You Learn The Theory Behind Fundamental Processing Tasks Including Image Video Enhancement  Recovery  And Compression   But You Will Also Learn How To Perform These Key Processing Tasks In Practice Using State Of The Art Techniques And Tools  We Will Introduce And Use A Wide Variety Of Such Tools – From Optimization Toolboxes To Statistical Techniques  Emphasis On The Special Role Sparsity Plays In Modern Image And Video Processing Will Also Be Given   In All Cases  Example Images And Videos Pertaining To Specific Application Domains Will Be Utilized
excourse60,Introduction To Tensorflow For Artificial Intelligence  Machine Learning  And Deep Learning,If You Are A Software Developer Who Wants To Build Scalable Ai Powered Algorithms  You Need To Understand How To Use The Tools To Build Them  This Course Is Part Of The Upcoming Machine Learning In Tensorflow Specialization And Will Teach You Best Practices For Using Tensorflow  A Popular Open Source Framework For Machine Learning  The Machine Learning Course And Deep Learning Specialization From Andrew Ng Teach The Most Important And Foundational Principles Of Machine Learning And Deep Learning  This New Deeplearning Ai Tensorflow Specialization Teaches You How To Use Tensorflow To Implement Those Principles So That You Can Start Building And Applying Scalable Models To Real World Problems  To Develop A Deeper Understanding Of How Neural Networks Work  We Recommend That You Take The Deep Learning Specialization
excourse61,Convolutional Neural Networks In Tensorflow,If You Are A Software Developer Who Wants To Build Scalable Ai Powered Algorithms  You Need To Understand How To Use The Tools To Build Them  This Course Is Part Of The Upcoming Machine Learning In Tensorflow Specialization And Will Teach You Best Practices For Using Tensorflow  A Popular Open Source Framework For Machine Learning In Course 2 Of The Deeplearning Ai Tensorflow Specialization  You Will Learn Advanced Techniques To Improve The Computer Vision Model You Built In Course 1  You Will Explore How To Work With Real World Images In Different Shapes And Sizes  Visualize The Journey Of An Image Through Convolutions To Understand How A Computer “Sees” Information  Plot Loss And Accuracy  And Explore Strategies To Prevent Overfitting  Including Augmentation And Dropout  Finally  Course 2 Will Introduce You To Transfer Learning And How Learned Features Can Be Extracted From Models  The Machine Learning Course And Deep Learning Specialization From Andrew Ng Teach The Most Important And Foundational Principles Of Machine Learning And Deep Learning  This New Deeplearning Ai Tensorflow Specialization Teaches You How To Use Tensorflow To Implement Those Principles So That You Can Start Building And Applying Scalable Models To Real World Problems  To Develop A Deeper Understanding Of How Neural Networks Work  We Recommend That You Take The Deep Learning Specialization
excourse62,Introduction To Data Science In Python,This Course Will Introduce The Learner To The Basics Of The Python Programming Environment  Including Fundamental Python Programming Techniques Such As Lambdas  Reading And Manipulating Csv Files  And The Numpy Library  The Course Will Introduce Data Manipulation And Cleaning Techniques Using The Popular Python Pandas Data Science Library And Introduce The Abstraction Of The Series And Dataframe As The Central Data Structures For Data Analysis  Along With Tutorials On How To Use Functions Such As Groupby  Merge  And Pivot Tables Effectively  By The End Of This Course  Students Will Be Able To Take Tabular Data  Clean It  Manipulate It  And Run Basic Inferential Statistical Analyses  This Course Should Be Taken Before Any Of The Other Applied Data Science With Python Courses  Applied Plotting  Charting   Data Representation In Python  Applied Machine Learning In Python  Applied Text Mining In Python  Applied Social Network Analysis In Python
excourse63,A Crash Course In Data Science,By Now You Have Definitely Heard About Data Science And Big Data  In This One Week Class  We Will Provide A Crash Course In What These Terms Mean And How They Play A Role In Successful Organizations  This Class Is For Anyone Who Wants To Learn What All The Data Science Action Is About  Including Those Who Will Eventually Need To Manage Data Scientists  The Goal Is To Get You Up To Speed As Quickly As Possible On Data Science Without All The Fluff  We Ve Designed This Course To Be As Convenient As Possible Without Sacrificing Any Of The Essentials This Is A Focused Course Designed To Rapidly Get You Up To Speed On The Field Of Data Science  Our Goal Was To Make This As Convenient As Possible For You Without Sacrificing Any Essential Content  We Ve Left The Technical Information Aside So That You Can Focus On Managing Your Team And Moving It Forward After Completing This Course You Will Know  1  How To Describe The Role Data Science Plays In Various Contexts2  How Statistics  Machine Learning  And Software Engineering Play A Role In Data Science3  How To Describe The Structure Of A Data Science Project4  Know The Key Terms And Tools Used By Data Scientists5  How To Identify A Successful And An Unsuccessful Data Science Project3  The Role Of A Data Science Manager
excourse64,Data Science In Real Life,Have You Ever Had The Perfect Data Science Experience  The Data Pull Went Perfectly  There Were No Merging Errors Or Missing Data  Hypotheses Were Clearly Defined Prior To Analyses  Randomization Was Performed For The Treatment Of Interest  The Analytic Plan Was Outlined Prior To Analysis And Followed Exactly  The Conclusions Were Clear And Actionable Decisions Were Obvious  Has That Every Happened To You  Of Course Not  Data Analysis In Real Life Is Messy  How Does One Manage A Team Facing Real Data Analyses  In This One Week Course  We Contrast The Ideal With What Happens In Real Life  By Contrasting The Ideal  You Will Learn Key Concepts That Will Help You Manage Real Life Analyses  This Is A Focused Course Designed To Rapidly Get You Up To Speed On Doing Data Science In Real Life  Our Goal Was To Make This As Convenient As Possible For You Without Sacrificing Any Essential Content  We Ve Left The Technical Information Aside So That You Can Focus On Managing Your Team And Moving It Forward After Completing This Course You Will Know How To 1  Describe The “Perfect” Data Science Experience2  Identify Strengths And Weaknesses In Experimental Designs3  Describe Possible Pitfalls When Pulling   Assembling Data And Learn Solutions For Managing Data Pulls 4  Challenge Statistical Modeling Assumptions And Drive Feedback To Data Analysts5  Describe Common Pitfalls In Communicating Data Analyses6  Get A Glimpse Into A Day In The Life Of A Data Analysis Manager The Course Will Be Taught At A Conceptual Level For Active Managers Of Data Scientists And Statisticians   Some Key Concepts Being Discussed Include 1  Experimental Design  Randomization  A B Testing2  Causal Inference  Counterfactuals  3  Strategies For Managing Data Quality 4  Bias And Confounding5  Contrasting Machine Learning Versus Classical Statistical Inference
excourse65,Data Science Fundamentals For Data Analysts,In This Course We Re Going To Guide You Through The Fundamental Building Blocks Of Data Science  One Of The Fastest Growing Fields In The World  With The Help Of Our Industry Leading Data Scientists  We Ve Designed This Course To Build Ready To Apply Data Science Skills In Just 15 Hours Of Learning  First  We Ll Give You A Quick Introduction To Data Science   What It Is And How It Is Used To Solve Real World Problems  For The Rest Of The Course  We Ll Teach You The Skills You Need To Apply Foundational Data Science Concepts And Techniques To Solve These Real World Problems  By The End Of This Course  You Ll Be Able To Leverage Your Existing Data Analysis Skills To Design  Execute  Assess  And Communicate The Results Of Your Very Own Data Science Projects    Data Science Capstone    The Capstone Project Class Will Allow Students To Create A Usable Public Data Product That Can Be Used To Show Your Skills To Potential Employers  Projects Will Be Drawn From Real World Problems And Will Be Conducted With Industry  Government  And Academic Partners
excourse66,Executive Data Science Capstone,The Executive Data Science Capstone  The Specialization S Culminating Project  Is An Opportunity For People Who Have Completed All Four Eds Courses To Apply What They Ve Learned To A Real World Scenario Developed In Collaboration With Zillow  A Data Driven Online Real Estate And Rental Marketplace  And Datacamp  A Web Based Platform For Data Science Programming  Your Task Will Be To Lead A Virtual Data Science Team And Make Key Decisions Along The Way To Demonstrate That You Have What It Takes To Shepherd A Complex Analysis Project From Start To Finish   For The Final Project  You Will Prepare And Submit A Presentation  Which Will Be Evaluated And Graded By Your Fellow Capstone Participants
excourse67,Introduction To Big Data,Interested In Increasing Your Knowledge Of The Big Data Landscape   This Course Is For Those New To Data Science And Interested In Understanding Why The Big Data Era Has Come To Be   It Is For Those Who Want To Become Conversant With The Terminology And The Core Concepts Behind Big Data Problems  Applications  And Systems   It Is For Those Who Want To Start Thinking About How Big Data Might Be Useful In Their Business Or Career   It Provides An Introduction To One Of The Most Common Frameworks  Hadoop  That Has Made Big Data Analysis Easier And More Accessible    Increasing The Potential For Data To Transform Our World At The End Of This Course  You Will Be Able To   Describe The Big Data Landscape Including Examples Of Real World Big Data Problems Including The Three Key Sources Of Big Data  People  Organizations  And Sensors    Explain The V S Of Big Data  Volume  Velocity  Variety  Veracity  Valence  And Value  And Why Each Impacts Data Collection  Monitoring  Storage  Analysis And Reporting   Get Value Out Of Big Data By Using A 5 Step Process To Structure Your Analysis    Identify What Are And What Are Not Big Data Problems And Be Able To Recast Big Data Problems As Data Science Questions   Provide An Explanation Of The Architectural Components And Programming Models Used For Scalable Big Data Analysis   Summarize The Features And Value Of Core Hadoop Stack Components Including The Yarn Resource And Job Management System  The Hdfs File System And The Mapreduce Programming Model   Install And Run A Program Using Hadoop This Course Is For Those New To Data Science   No Prior Programming Experience Is Needed  Although The Ability To Install Applications And Utilize A Virtual Machine Is Necessary To Complete The Hands On Assignments
excourse68,Big Data Modeling And Management Systems,Once You Ve Identified A Big Data Issue To Analyze  How Do You Collect  Store And Organize Your Data Using Big Data Solutions   In This Course  You Will Experience Various Data Genres And Management Tools Appropriate For Each   You Will Be Able To Describe The Reasons Behind The Evolving Plethora Of New Big Data Platforms From The Perspective Of Big Data Management Systems And Analytical Tools   Through Guided Hands On Tutorials  You Will Become Familiar With Techniques Using Real Time And Semi Structured Data Examples   Systems And Tools Discussed Include  Asterixdb  Hp Vertica  Impala  Neo4J  Redis  Sparksql  This Course Provides Techniques To Extract Value From Existing Untapped Data Sources And Discovering New Data Sources At The End Of This Course  You Will Be Able To    Recognize Different Data Elements In Your Own Work And In Everyday Life Problems   Explain Why Your Team Needs To Design A Big Data Infrastructure Plan And Information System Design   Identify The Frequent Data Operations Required For Various Types Of Data   Select A Data Model To Suit The Characteristics Of Your Data    Apply Techniques To Handle Streaming Data   Differentiate Between A Traditional Database Management System And A Big Data Management System   Appreciate Why There Are So Many Data Management Systems   Design A Big Data Information System For An Online Game Companythis Course Is For Those New To Data Science   Completion Of Intro To Big Data Is Recommended   No Prior Programming Experience Is Needed  Although The Ability To Install Applications And Utilize A Virtual Machine Is Necessary To Complete The Hands On Assignments   Refer To The Specialization Technical Requirements For Complete Hardware And Software Specifications    Big Data Integration And Processing    At The End Of The Course  You Will Be Able To  Retrieve Data From Example Database And Big Data Management Systems  Describe The Connections Between Data Management Operations And The Big Data Processing Patterns Needed To Utilize Them In Large Scale Analytical Applications Identify When A Big Data Problem Needs Data Integration Execute Simple Big Data Integration And Processing On Hadoop And Spark Platforms
excourse69,Machine Learning With Big Data,Want To Make Sense Of The Volumes Of Data You Have Collected   Need To Incorporate Data Driven Decisions Into Your Process   This Course Provides An Overview Of Machine Learning Techniques To Explore  Analyze  And Leverage Data   You Will Be Introduced To Tools And Algorithms You Can Use To Create Machine Learning Models That Learn From Data  And To Scale Those Models Up To Big Data Problems At The End Of The Course  You Will Be Able To Design An Approach To Leverage Data Using The Steps In The Machine Learning Process Apply Machine Learning Techniques To Explore And Prepare Data For Modeling Identify The Type Of Machine Learning Problem In Order To Apply The Appropriate Set Of Techniques 	Construct Models That Learn From Data Using Widely Available Open Source Tools 	Analyze Big Data Problems Using Scalable Machine Learning Algorithms On Spark
